run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
193,100,3,39.5,15.0,3.0,1e-07,100.0,80,0.45,0.55,True,55.1,3,0.035506263928042146,0.18843105882004205,14.922825098471327,
198,100,3,39.5,15.0,3.0,1e-07,100.0,120,0.45,0.55,True,55.1,3,0.035506263928042146,0.18843105882004205,14.922825098471327,
200,100,3,39.5,15.0,3.0,1e-07,100.0,120,0.60,0.58,True,54.6,3,0.0331694543129673,0.18212483167587912,14.757738771210493,
197,100,3,39.5,15.0,3.0,1e-07,100.0,120,0.35,0.45,True,54.800000000000004,3,0.035519996534577075,0.18846749463654755,14.812894775710696,
181,100,3,39.5,15.0,3.0,1e-07,100.0,25,center,center,True,71.10000000000001,3,0.03550864531331334,0.18843737769697746,14.887063906560444,
184,100,3,39.5,15.0,3.0,1e-07,100.0,25,0.60,0.45,True,67.8,3,0.028592587657140674,0.16909342878166694,15.500314292398073,
201,100,3,39.5,15.0,3.0,1e-06,50.0,25,center,center,True,59.6,3,0.00011941073101303827,0.010927521723292902,9.329377531086426,
189,100,3,39.5,15.0,3.0,1e-07,100.0,50,0.60,0.45,True,67.8,3,0.028592587657140674,0.16909342878166694,15.500314292398073,
186,100,3,39.5,15.0,3.0,1e-07,100.0,50,center,center,True,71.9,3,0.03550864531331334,0.18843737769697746,14.887063906560444,
191,100,3,39.5,15.0,3.0,1e-07,100.0,80,center,center,True,71.9,3,0.03550864531331334,0.18843737769697746,14.887063906560444,
194,100,3,39.5,15.0,3.0,1e-07,100.0,80,0.60,0.45,True,67.8,3,0.028592587657140674,0.16909342878166694,15.500314292398073,
199,100,3,39.5,15.0,3.0,1e-07,100.0,120,0.60,0.45,True,67.8,3,0.028592587657140674,0.16909342878166694,15.500314292398073,
202,100,3,39.5,15.0,3.0,1e-06,50.0,25,0.35,0.45,True,58.7,3,2.977152274797489e-05,0.005456328687677722,9.089282257547177,
207,100,3,39.5,15.0,3.0,1e-06,50.0,50,0.35,0.45,True,57.800000000000004,3,3.173778638187537e-06,0.0017815102127654327,8.848687469014347,
196,100,3,39.5,15.0,3.0,1e-07,100.0,120,center,center,True,71.9,3,0.03550864531331334,0.18843737769697746,14.887063906560444,
206,100,3,39.5,15.0,3.0,1e-06,50.0,50,center,center,True,59.1,3,6.103571570935232e-07,0.0007812535805316499,8.570874805792863,
205,100,3,39.5,15.0,3.0,1e-06,50.0,25,0.60,0.58,True,60.0,3,0.002697979322175337,0.051942076606305766,9.196316255380541,
204,100,3,39.5,15.0,3.0,1e-06,50.0,25,0.60,0.45,True,62.400000000000006,3,0.0032671141083061373,0.05715867482986408,9.852701674385596,
208,100,3,39.5,15.0,3.0,1e-06,50.0,50,0.45,0.55,True,60.300000000000004,3,0.003818223389148678,0.06179177444570336,9.93924787193397,
203,100,3,39.5,15.0,3.0,1e-06,50.0,25,0.45,0.55,True,66.5,3,0.0058594936755615515,0.07654732964357118,2.5322659706530595,
210,100,3,39.5,15.0,3.0,1e-06,50.0,50,0.60,0.58,True,59.6,3,7.0203261155761166e-06,0.002649589801379851,8.864589746950518,
241,100,3,39.5,15.0,5.0,1e-08,50.0,25,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
211,100,3,39.5,15.0,3.0,1e-06,50.0,80,center,center,True,60.300000000000004,3,2.379361427339686e-07,0.0004877869849985428,8.44480544427479,
242,100,3,39.5,15.0,5.0,1e-08,50.0,25,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
243,100,3,39.5,15.0,5.0,1e-08,50.0,25,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
209,100,3,39.5,15.0,3.0,1e-06,50.0,50,0.60,0.45,True,62.6,3,7.267351666319874e-07,0.0008524876342985788,10.238286400817257,
244,100,3,39.5,15.0,5.0,1e-08,50.0,25,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
212,100,3,39.5,15.0,3.0,1e-06,50.0,80,0.35,0.45,True,59.1,3,7.917007816677383e-06,0.00281371779265039,9.39340888278305,
245,100,3,39.5,15.0,5.0,1e-08,50.0,25,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
246,100,3,39.5,15.0,5.0,1e-08,50.0,50,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
247,100,3,39.5,15.0,5.0,1e-08,50.0,50,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
248,100,3,39.5,15.0,5.0,1e-08,50.0,50,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
249,100,3,39.5,15.0,5.0,1e-08,50.0,50,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
250,100,3,39.5,15.0,5.0,1e-08,50.0,50,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
251,100,3,39.5,15.0,5.0,1e-08,50.0,80,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
252,100,3,39.5,15.0,5.0,1e-08,50.0,80,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
254,100,3,39.5,15.0,5.0,1e-08,50.0,80,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
253,100,3,39.5,15.0,5.0,1e-08,50.0,80,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
255,100,3,39.5,15.0,5.0,1e-08,50.0,80,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
256,100,3,39.5,15.0,5.0,1e-08,50.0,120,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
257,100,3,39.5,15.0,5.0,1e-08,50.0,120,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
258,100,3,39.5,15.0,5.0,1e-08,50.0,120,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
259,100,3,39.5,15.0,5.0,1e-08,50.0,120,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
260,100,3,39.5,15.0,5.0,1e-08,50.0,120,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
261,100,3,39.5,15.0,5.0,1e-08,100.0,25,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
262,100,3,39.5,15.0,5.0,1e-08,100.0,25,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
263,100,3,39.5,15.0,5.0,1e-08,100.0,25,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
264,100,3,39.5,15.0,5.0,1e-08,100.0,25,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
265,100,3,39.5,15.0,5.0,1e-08,100.0,25,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
266,100,3,39.5,15.0,5.0,1e-08,100.0,50,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
267,100,3,39.5,15.0,5.0,1e-08,100.0,50,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
215,100,3,39.5,15.0,3.0,1e-06,50.0,80,0.60,0.58,True,60.2,3,5.516086636137226e-07,0.0007427036176118456,9.002995917440314,
214,100,3,39.5,15.0,3.0,1e-06,50.0,80,0.60,0.45,True,61.400000000000006,3,0.001642317435124234,0.04052551585266046,9.850323120336087,
268,100,3,39.5,15.0,5.0,1e-08,100.0,50,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
269,100,3,39.5,15.0,5.0,1e-08,100.0,50,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
270,100,3,39.5,15.0,5.0,1e-08,100.0,50,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
271,100,3,39.5,15.0,5.0,1e-08,100.0,80,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
272,100,3,39.5,15.0,5.0,1e-08,100.0,80,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
216,100,3,39.5,15.0,3.0,1e-06,50.0,120,center,center,True,60.1,3,0.0002137167451770543,0.014619054182027452,9.047082214801621,
273,100,3,39.5,15.0,5.0,1e-08,100.0,80,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
274,100,3,39.5,15.0,5.0,1e-08,100.0,80,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
217,100,3,39.5,15.0,3.0,1e-06,50.0,120,0.35,0.45,True,58.1,3,9.612497170356508e-06,0.003100402743250707,9.120976805563526,
275,100,3,39.5,15.0,5.0,1e-08,100.0,80,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
276,100,3,39.5,15.0,5.0,1e-08,100.0,120,center,center,True,0.2,3,6.00358106662145e-06,0.0024502206159081777,30.276274223837685,
277,100,3,39.5,15.0,5.0,1e-08,100.0,120,0.35,0.45,True,0.2,3,6.0055270853217635e-06,0.0024506176946479767,30.27623422152364,
278,100,3,39.5,15.0,5.0,1e-08,100.0,120,0.45,0.55,True,0.2,3,6.005524684446782e-06,0.002450617204796943,30.276234267666585,
279,100,3,39.5,15.0,5.0,1e-08,100.0,120,0.60,0.45,True,0.2,3,5.839421427182257e-06,0.0024164894841861525,30.28198056788967,
280,100,3,39.5,15.0,5.0,1e-08,100.0,120,0.60,0.58,True,0.2,3,5.995633793217613e-06,0.00244859833235621,30.27643721738239,
219,100,3,39.5,15.0,3.0,1e-06,50.0,120,0.60,0.45,True,61.300000000000004,3,1.84862494411427e-06,0.0013596414763143519,10.308537467243598,
213,100,3,39.5,15.0,3.0,1e-06,50.0,80,0.45,0.55,True,66.9,3,0.014291160184406801,0.11954564059139422,2.9961876216231538,
221,100,3,39.5,15.0,3.0,1e-06,100.0,25,center,center,True,58.0,3,0.00015495217483907527,0.012447978745124658,5.242580452296413,
220,100,3,39.5,15.0,3.0,1e-06,50.0,120,0.60,0.58,True,60.2,3,0.004395342860763478,0.06629738200535129,9.257234160976234,
223,100,3,39.5,15.0,3.0,1e-06,100.0,25,0.45,0.55,True,60.1,3,1.7982268375462694e-08,0.0001340979805047887,6.148550033286868,
222,100,3,39.5,15.0,3.0,1e-06,100.0,25,0.35,0.45,True,59.1,3,0.003360467209846287,0.05796953691247056,6.5944522273289605,
226,100,3,39.5,15.0,3.0,1e-06,100.0,50,center,center,True,60.300000000000004,3,0.00010656309448191631,0.010322940205286298,5.939760131179791,
225,100,3,39.5,15.0,3.0,1e-06,100.0,25,0.60,0.58,True,60.2,3,0.0027353190474634042,0.0523002776996777,5.6564329746196975,
227,100,3,39.5,15.0,3.0,1e-06,100.0,50,0.35,0.45,True,58.7,3,1.0099524457817625e-08,0.00010049639027257459,6.238030199210405,
228,100,3,39.5,15.0,3.0,1e-06,100.0,50,0.45,0.55,True,58.400000000000006,3,6.520009779366909e-08,0.0002553430981907854,6.407204237187624,
224,100,3,39.5,15.0,3.0,1e-06,100.0,25,0.60,0.45,True,61.800000000000004,3,197.3757224101139,14.049047028539476,9.264656956706244,
229,100,3,39.5,15.0,3.0,1e-06,100.0,50,0.60,0.45,True,60.5,3,2.379574052341872e-08,0.00015425868054478724,7.201123745398014,
233,100,3,39.5,15.0,3.0,1e-06,100.0,80,0.45,0.55,True,57.900000000000006,3,2.0711389095010667e-07,0.00045509767187946223,6.133545291921356,
232,100,3,39.5,15.0,3.0,1e-06,100.0,80,0.35,0.45,True,58.2,3,5.752218699774733e-06,0.0023983783479206806,6.685250292993271,
230,100,3,39.5,15.0,3.0,1e-06,100.0,50,0.60,0.58,True,59.900000000000006,3,6.543535821908542e-07,0.0008089212459756847,5.8019344958718575,
231,100,3,39.5,15.0,3.0,1e-06,100.0,80,center,center,True,60.5,3,0.0001605665129185093,0.012671484242917612,6.15443374276657,
235,100,3,39.5,15.0,3.0,1e-06,100.0,80,0.60,0.58,True,59.6,3,0.002064816408559214,0.045440250973770094,7.823660429648999,
234,100,3,39.5,15.0,3.0,1e-06,100.0,80,0.60,0.45,True,59.900000000000006,3,2.444661092243549e-07,0.0004944351415750654,7.910559085173881,
218,100,3,39.5,15.0,3.0,1e-06,50.0,120,0.45,0.55,True,80.0,3,0.007905097956100997,0.0889106177916957,2.864564494144887,
237,100,3,39.5,15.0,3.0,1e-06,100.0,120,0.35,0.45,True,58.5,3,0.00012211733909283246,0.011050671431765241,6.160999891806939,
238,100,3,39.5,15.0,3.0,1e-06,100.0,120,0.45,0.55,True,57.7,3,5.924190530763965e-09,7.696876334438514e-05,6.441597939887088,
236,100,3,39.5,15.0,3.0,1e-06,100.0,120,center,center,True,60.2,3,0.00010442401147289023,0.010218806753867608,5.821412430929437,
240,100,3,39.5,15.0,3.0,1e-06,100.0,120,0.60,0.58,True,59.7,3,3.1027316732621927e-07,0.0005570216937662476,7.805199947543538,
239,100,3,39.5,15.0,3.0,1e-06,100.0,120,0.60,0.45,True,60.5,3,7.761885797958004e-05,0.008810156524124872,7.960300514133489,
285,100,3,39.5,15.0,5.0,1e-07,50.0,25,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
281,100,3,39.5,15.0,5.0,1e-07,50.0,25,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
287,100,3,39.5,15.0,5.0,1e-07,50.0,50,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
283,100,3,39.5,15.0,5.0,1e-07,50.0,25,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
288,100,3,39.5,15.0,5.0,1e-07,50.0,50,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
282,100,3,39.5,15.0,5.0,1e-07,50.0,25,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
286,100,3,39.5,15.0,5.0,1e-07,50.0,50,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
290,100,3,39.5,15.0,5.0,1e-07,50.0,50,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
291,100,3,39.5,15.0,5.0,1e-07,50.0,80,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
292,100,3,39.5,15.0,5.0,1e-07,50.0,80,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
293,100,3,39.5,15.0,5.0,1e-07,50.0,80,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
295,100,3,39.5,15.0,5.0,1e-07,50.0,80,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
297,100,3,39.5,15.0,5.0,1e-07,50.0,120,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
296,100,3,39.5,15.0,5.0,1e-07,50.0,120,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
298,100,3,39.5,15.0,5.0,1e-07,50.0,120,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
284,100,3,39.5,15.0,5.0,1e-07,50.0,25,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
300,100,3,39.5,15.0,5.0,1e-07,50.0,120,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
289,100,3,39.5,15.0,5.0,1e-07,50.0,50,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
302,100,3,39.5,15.0,5.0,1e-07,100.0,25,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
301,100,3,39.5,15.0,5.0,1e-07,100.0,25,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
303,100,3,39.5,15.0,5.0,1e-07,100.0,25,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
305,100,3,39.5,15.0,5.0,1e-07,100.0,25,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
294,100,3,39.5,15.0,5.0,1e-07,50.0,80,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
307,100,3,39.5,15.0,5.0,1e-07,100.0,50,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
306,100,3,39.5,15.0,5.0,1e-07,100.0,50,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
308,100,3,39.5,15.0,5.0,1e-07,100.0,50,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
299,100,3,39.5,15.0,5.0,1e-07,50.0,120,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
310,100,3,39.5,15.0,5.0,1e-07,100.0,50,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
311,100,3,39.5,15.0,5.0,1e-07,100.0,80,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
312,100,3,39.5,15.0,5.0,1e-07,100.0,80,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
304,100,3,39.5,15.0,5.0,1e-07,100.0,25,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
309,100,3,39.5,15.0,5.0,1e-07,100.0,50,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
313,100,3,39.5,15.0,5.0,1e-07,100.0,80,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
315,100,3,39.5,15.0,5.0,1e-07,100.0,80,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
316,100,3,39.5,15.0,5.0,1e-07,100.0,120,center,center,True,56.1,3,0.035517208847943516,0.18846009882185544,14.943161771297255,
317,100,3,39.5,15.0,5.0,1e-07,100.0,120,0.35,0.45,True,55.0,3,0.03548405280376973,0.18837211259570705,14.920880280044946,
318,100,3,39.5,15.0,5.0,1e-07,100.0,120,0.45,0.55,True,55.1,3,0.028059440419299066,0.16750952336896868,14.919401784215433,
320,100,3,39.5,15.0,5.0,1e-07,100.0,120,0.60,0.58,True,54.6,3,0.03317067347600635,0.18212817869842754,14.75858709950846,
322,100,3,39.5,15.0,5.0,1e-06,50.0,25,0.35,0.45,True,59.0,3,5.7840258612406265e-06,0.0024050001790520987,9.41009033276939,
321,100,3,39.5,15.0,5.0,1e-06,50.0,25,center,center,True,59.6,3,7.097856306047907e-07,0.0008424877628813315,9.33816626749288,
314,100,3,39.5,15.0,5.0,1e-07,100.0,80,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
327,100,3,39.5,15.0,5.0,1e-06,50.0,50,0.35,0.45,True,58.7,3,0.003600575013741493,0.06000479158985133,9.272897114964067,
326,100,3,39.5,15.0,5.0,1e-06,50.0,50,center,center,True,59.0,3,0.002977306262022579,0.05456469794677305,8.854458575371181,
325,100,3,39.5,15.0,5.0,1e-06,50.0,25,0.60,0.58,True,60.400000000000006,3,0.002600436331321347,0.050994473537054455,9.164054774194186,
319,100,3,39.5,15.0,5.0,1e-07,100.0,120,0.60,0.45,True,67.9,3,0.028570948548525724,0.16902943101284382,15.534914380967038,
324,100,3,39.5,15.0,5.0,1e-06,50.0,25,0.60,0.45,True,63.1,3,0.003324789603475791,0.057660988575255895,10.459921937261376,
332,100,3,39.5,15.0,5.0,1e-06,50.0,80,0.35,0.45,True,58.300000000000004,3,1.9887125562192154e-06,0.0014102172017881555,9.098658671577647,
331,100,3,39.5,15.0,5.0,1e-06,50.0,80,center,center,True,60.400000000000006,3,8.555684920360967e-06,0.0029250102427788123,8.953943200038122,
323,100,3,39.5,15.0,5.0,1e-06,50.0,25,0.45,0.55,True,66.7,3,0.021654041337664322,0.14715312207922848,2.794566849692014,
330,100,3,39.5,15.0,5.0,1e-06,50.0,50,0.60,0.58,True,60.1,3,5.51517601013704e-06,0.0023484411872850977,9.35362187450633,
329,100,3,39.5,15.0,5.0,1e-06,50.0,50,0.60,0.45,True,63.300000000000004,3,1.4346617859903928e-06,0.001197773678952077,10.931985806198,
334,100,3,39.5,15.0,5.0,1e-06,50.0,80,0.60,0.45,True,62.1,3,1.3217245659165524e-06,0.0011496628053114324,10.491076685700923,
336,100,3,39.5,15.0,5.0,1e-06,50.0,120,center,center,True,60.1,3,0.004548535500702021,0.06744283135146405,9.134789687329627,
337,100,3,39.5,15.0,5.0,1e-06,50.0,120,0.35,0.45,True,58.400000000000006,3,7.91867433608359e-06,0.0028140139189569745,9.125334728973638,
335,100,3,39.5,15.0,5.0,1e-06,50.0,80,0.60,0.58,True,60.7,3,0.0019501937993670806,0.04416099862284684,8.60015179027898,
328,100,3,39.5,15.0,5.0,1e-06,50.0,50,0.45,0.55,True,66.60000000000001,3,0.024183033867129472,0.15550895108362564,2.874055981409576,
339,100,3,39.5,15.0,5.0,1e-06,50.0,120,0.60,0.45,True,61.800000000000004,3,1.2744757185668898e-06,0.0011289267994723528,10.699328300154582,
341,100,3,39.5,15.0,5.0,1e-06,100.0,25,center,center,True,58.0,3,1.794035130312287e-06,0.001339415966125642,5.9351257640730015,
333,100,3,39.5,15.0,5.0,1e-06,50.0,80,0.45,0.55,True,67.0,3,0.01868881681819964,0.13670704743428425,2.5952521743042203,
340,100,3,39.5,15.0,5.0,1e-06,50.0,120,0.60,0.58,True,60.6,3,0.0043905876945390795,0.06626150990234889,9.26336782372313,
342,100,3,39.5,15.0,5.0,1e-06,100.0,25,0.35,0.45,True,59.6,3,2.1003580500420963e-08,0.00014492612083548282,6.584061609377364,
343,100,3,39.5,15.0,5.0,1e-06,100.0,25,0.45,0.55,True,60.2,3,2.353177086802871e-07,0.0004850955665436318,6.679273792172814,
344,100,3,39.5,15.0,5.0,1e-06,100.0,25,0.60,0.45,True,62.7,3,1.1140727061882703e-05,0.0033377727696598377,7.9077970990965305,
338,100,3,39.5,15.0,5.0,1e-06,50.0,120,0.45,0.55,True,79.7,3,0.008033822241554087,0.08963159176068496,2.8027087787721405,
361,100,3,62.6,14.1,1.0,1e-08,50.0,25,center,center,True,24.900000000000002,3,0.008439778729889404,0.09186826835142482,34.83212103577344,
362,100,3,62.6,14.1,1.0,1e-08,50.0,25,0.35,0.45,True,24.700000000000003,3,0.008546896410217568,0.092449426229791,34.68537108761627,
363,100,3,62.6,14.1,1.0,1e-08,50.0,25,0.45,0.55,True,24.700000000000003,3,0.00854688939787726,0.09244938830450561,34.71034600604793,
364,100,3,62.6,14.1,1.0,1e-08,50.0,25,0.60,0.45,True,24.700000000000003,3,4.666035045722047e-06,0.002160100702680791,34.22505152081662,
365,100,3,62.6,14.1,1.0,1e-08,50.0,25,0.60,0.58,True,24.8,3,0.008517235126315076,0.09228886783526535,34.73452694452263,
367,100,3,62.6,14.1,1.0,1e-08,50.0,50,0.35,0.45,True,24.700000000000003,3,0.008546896410217568,0.092449426229791,34.68537108761627,
368,100,3,62.6,14.1,1.0,1e-08,50.0,50,0.45,0.55,True,24.700000000000003,3,0.00854688939787726,0.09244938830450561,34.71034600604793,
366,100,3,62.6,14.1,1.0,1e-08,50.0,50,center,center,True,24.900000000000002,3,0.008439778729889404,0.09186826835142482,34.83212103577344,
371,100,3,62.6,14.1,1.0,1e-08,50.0,80,center,center,True,24.900000000000002,3,0.008439778729889404,0.09186826835142482,34.83212103577344,
370,100,3,62.6,14.1,1.0,1e-08,50.0,50,0.60,0.58,True,24.8,3,0.008517235126315076,0.09228886783526535,34.73452694452263,
372,100,3,62.6,14.1,1.0,1e-08,50.0,80,0.35,0.45,True,24.700000000000003,3,0.008546896410217568,0.092449426229791,34.68537108761627,
369,100,3,62.6,14.1,1.0,1e-08,50.0,50,0.60,0.45,True,24.700000000000003,3,4.666035045722047e-06,0.002160100702680791,34.22505152081662,
